,Username,Note,Hotel_Name
11183,Gemini6_tadvisor,4.0,"ANA Crowne Plaza Hotel Kanazawa, Kanazawa, Japon"
11190,Gemini6_tadvisor,5.0,"Conrad Osaka, Osaka, Japon"
11207,nycbee,4.0,"Remm Tokyo Kyobashi, Chuo, Japon"
11209,nycbee,2.0,"Pioland Hotel, Saitama, Japon"
11212,nycbee,2.0,"HOTEL MYSTAYS PREMIER Narita, Narita, Japon"
11213,nycbee,5.0,"Hotel Vista Hiroshima, Hiroshima, Japon"
11232,harbourchan,5.0,"Hyatt Regency Naha, Okinawa, Naha, Japon"
11235,Al-Net-Olo,3.0,"Mitsui Garden Hotel Shiodome Italia-gai, Minato, Japon"
11238,Al-Net-Olo,5.0,"Hilton Osaka, Osaka, Japon"
11239,Al-Net-Olo,3.0,"Tokyo Prince Hotel, Shibakoen, Japon"
11240,Al-Net-Olo,5.0,"Hotel Chinzanso Tokyo, Bunkyo, Japon"
11243,Al-Net-Olo,5.0,"Imperial Hotel Tokyo, Chiyoda, Japon"
11267,Noom-Noom,5.0,"Hotel Vista Sendai, Sendai, Japon"
11269,Noom-Noom,3.0,"Hotel Crown Palais Kobe, Kobé, Japon"
11270,Noom-Noom,4.0,"Tokyo Prince Hotel, Shibakoen, Japon"
11277,CBbear,4.0,"Citadines Central Shinjuku Tokyo, Kabukicho, Japon"
11281,familytrip36,4.0,"Hotel Century Southern Tower, Yoyogi, Japon"
11340,love2gonow,5.0,"Mercure Sapporo, Sapporo, Japon"
11347,lovetotravel_rls,5.0,"Ryukeien, Minamioguni-machi, Japon"
11348,lovetotravel_rls,5.0,"Montan Hakata, Hakata, Japon"
11353,lovetotravel_rls,4.0,"Citadines Shinjuku Tokyo, Shinjuku, Japon"
11354,lovetotravel_rls,5.0,"Hodakaso Yamanoiori, Takayama, Japon"
11373,arevan_1,4.0,"Shiba Park Hotel, Shibakoen, Japon"
11374,arevan_1,4.0,"Honjin Hiranoya Bekkan, Takayama, Japon"
11375,arevan_1,5.0,"Hotel Nikko Kanazawa, Kanazawa, Japon"
11376,arevan_1,4.0,"Kyoto Century Hotel, Kyoto, Japon"
11442,TudorTravels,5.0,"Tokyo Disneyland Hotel, Maihama, Japon"
11482,falconut,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
11501,9357MarkY,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
11502,9357MarkY,4.0,"Hotel New Century, Fujikawaguchiko-machi, Japon"
11503,9357MarkY,4.0,"Tensui Saryo, Hakone-machi, Japon"
11511,489olam,4.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
11512,489olam,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
11513,489olam,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
11514,489olam,4.0,"The Westin Rusutsu Resort, Rusutsu-mura, Japon"
11567,PO2002,5.0,"Conrad Tokyo, Minato, Japon"
11568,PO2002,3.0,"Hilton Tokyo Narita Airport Hotel, Narita, Japon"
11626,brucew969,2.0,"Furano Natulux Hotel, Furano, Japon"
11628,brucew969,5.0,"Mitsui Garden Hotel Osaka Premier, Osaka, Japon"
11629,brucew969,4.0,"Hotel Grand Bach Kyoto Select, Kyoto, Japon"
11630,brucew969,5.0,"Park Hotel Tokyo, Minato, Japon"
11631,brucew969,5.0,"Park Hotel Tokyo, Minato, Japon"
11671,Sarah53187,2.0,"Sarasa Hotel Namba, Osaka, Japon"
11715,iledespins,4.0,"Hilton Tokyo, Nishishinjuku, Japon"
11739,LevAgus,4.0,"Shibuya Tobu Hotel, Shibuya, Japon"
11740,LevAgus,4.0,"Palace Hotel Omiya, Saitama, Japon"
11741,LevAgus,5.0,"ANA Crowne Plaza Narita, Narita, Japon"
11742,LevAgus,5.0,"Seaside Villa Bokkai, Shika-machi, Japon"
11743,LevAgus,5.0,"Mitsui Garden Hotel Ueno, Taito, Japon"
11744,E8287BCjohnd,5.0,"Hotel Nikko Niigata, Niigata, Japon"
11745,E8287BCjohnd,5.0,"JR Tower Hotel Nikko Sapporo, Sapporo, Japon"
11746,E8287BCjohnd,4.0,"Midori no Kaze Resort Kitayuzawa, Date, Japon"
11758,JuhaUitto,5.0,"Hotel Intergate Tokyo Kyobashi, Chuo, Japon"
11759,JuhaUitto,4.0,"Hotel Metropolitan Sendai, Sendai, Japon"
11764,JapanPhotoGuide,4.0,"Hotel The Celestine Tokyo Shiba, Minato, Japon"
11765,JapanPhotoGuide,5.0,"Kurayado Iroha, Hatsukaichi, Japon"
11766,JapanPhotoGuide,5.0,"ANA Crowne Plaza Okayama, Okayama, Japon"
11767,JapanPhotoGuide,4.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
11768,JapanPhotoGuide,5.0,"Hotel Trusty Kanazawa Korinbou, Kanazawa, Japon"
11769,JapanPhotoGuide,5.0,"Andaz Tokyo Toranomon Hills, Toranomon, Japon"
11770,JapanPhotoGuide,4.0,"The Strings by InterContinental Tokyo, Minato, Japon"
11771,JapanPhotoGuide,3.0,"Musashi, Shirahama-cho, Japon"
11772,JapanPhotoGuide,4.0,"Hotel & Resorts WAKAYAMA-KUSHIMOTO, Kushimoto-cho, Japon"
11773,JapanPhotoGuide,4.0,"Hotel MyStays Kyoto Shijo, Kyoto, Japon"
11774,JapanPhotoGuide,4.0,"Kitakobushi Shiretoko Hotel & Resort, Shari-cho, Japon"
11775,JapanPhotoGuide,3.0,"Sounkyo Choyotei, Kamikawa-cho, Japon"
11776,JapanPhotoGuide,4.0,"Yumiharinooka Hotel, Sasebo, Japon"
11777,JapanPhotoGuide,4.0,"Hotel & Resorts SAGA-KARATSU, Karatsu, Japon"
11778,JapanPhotoGuide,4.0,"Hotel JAL City Haneda Tokyo, Ota, Japon"
11872,raura,5.0,"Hotel Goryukan, Hakuba-mura, Japon"
11876,travellinallover,4.0,"Sotetsu Fresa Inn Nagoya-Sakuradoriguchi, Nagoya, Japon"
11877,travellinallover,4.0,"Sotetsu Grand Fresa Tokyo-Bay Ariake, Ariake, Japon"
11940,801ChrisJ,4.0,"Millennium Mitsui Garden Hotel Tokyo, Ginza, Japon"
11942,801ChrisJ,4.0,"Mercure Tokyo Ginza, Ginza, Japon"
11960,P4INTKILLR,4.0,"Courtyard by Marriott Shin-Osaka Station, Osaka, Japon"
11961,P4INTKILLR,4.0,"karaksa hotel TOKYO STATION, Yaesu, Japon"
11962,P4INTKILLR,5.0,"Hotel Niwa Tokyo, Chiyoda, Japon"
11963,P4INTKILLR,4.0,"Laforet Club Hakone Gora Yu no Sumika, Hakone-machi, Japon"
11964,P4INTKILLR,3.0,"Yaesu Terminal, Yaesu, Japon"
12018,wanderfulife,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
12019,wanderfulife,5.0,"Hotel Trusty Kanazawa Korinbou, Kanazawa, Japon"
12020,wanderfulife,4.0,"Kyomachiya Ryokan Sakura Urushitei, Kyoto, Japon"
12022,PhGP,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
12121,HapiTraveller62,5.0,"The Centurion Hotel Classic Akasaka, Akasaka, Japon"
12163,benlimisella,4.0,"Citadines Shinjuku Tokyo, Shinjuku, Japon"
12166,benlimisella,5.0,"Kinnotake Sengokuhara, Hakone-machi, Japon"
12167,benlimisella,5.0,"Yuzuya Ryokan, Kyoto, Japon"
12168,benlimisella,4.0,"Shibuya Granbell hotel, Shibuya, Japon"
12182,NixterPerth,5.0,"Myoko Mountain Lodge, Myoko, Japon"
12192,foryouforme,4.0,"Toki Yuyu Rakuyu, Fujikawaguchiko-machi, Japon"
12193,foryouforme,5.0,"Mercure Tokyo Ginza, Ginza, Japon"
